252	8
253	4
254	5
255	4
256	4
257	6
258	4
259	9
260	8
261	9
262	4
263	8
264	4
265	1
266	5
267	9
268	2
269	9
270	3
271	9
272	2
273	1
274	4
275	1
276	4
277	4
278	3
279	2
280	2
281	1
282	1
283	4
284	8
285	7
286	3
287	1
288	1
289	1
290	9
291	4
292	7
293	3
294	7
295	3
296	5
297	1
298	2
299	4
300	4
301	4
302	2
303	5
304	2
305	7
306	5
307	1
308	3
309	2
310	4
311	4
312	9
313	2
314	4
315	6
316	7
317	5
318	4
319	8
320	6
321	5
322	4
323	1
324	2
325	7
326	1
327	7
328	3
329	1
330	9
331	6
332	6
333	1
334	4
335	1
336	7
337	7
338	5
339	2
340	1
341	5
342	6
343	4
344	4
345	1
346	1
347	8
348	1
349	3
350	1
351	1
352	4
353	2
354	9
355	7
356	1
357	7
358	5
359	9
360	4
361	4
362	2
363	3
364	6
365	6
366	2
367	4
368	3
369	2
370	3
371	2
372	5
373	6
374	2
375	4
376	2
377	6
378	2
379	1
380	1
381	2
382	2
383	3
384	7
385	4
386	9
387	2
388	2
389	9
390	9
391	8
392	7
393	5
394	1
395	8
396	3
397	9
398	9
399	6
400	2
401	6
402	2
403	6
404	1
405	3
406	4
407	3
408	9
409	6
410	1
411	2
412	8
413	3
414	3
415	1
416	2
417	9
418	7
419	6
420	3
421	5
422	9
423	2
424	4
425	8
426	1
427	4
428	8
429	3
430	8
431	6
432	1
433	8
434	5
435	3
436	3
437	7
438	8
439	4
440	2
441	1
442	4
443	2
444	3
445	9
446	7
447	6
448	8
449	1
450	5
451	6
452	4
453	9
454	8
455	8
456	1
457	4
458	1
459	9
460	1
461	8
462	4
463	1
464	6
465	6
466	2
467	3
468	6
469	5
470	4
471	8
472	9
473	1
474	2
475	8
476	1
477	2
478	2
479	9
480	6
481	2
482	9
483	3
484	3
485	4
486	4
487	5
488	5
489	3
490	5
491	7
492	5
493	3
494	1
495	9
496	2
497	6
498	1
499	6
500	2
501	1
502	1
503	4
504	7
505	4
506	7
507	1
508	9
509	3
510	2
511	9
512	1
513	2
514	1
515	4
516	1
517	1
518	2
519	3
520	6
521	3
522	8
523	6
524	4
525	1
526	1
527	3
528	4
529	2
530	6
531	2
532	2
533	1
534	7
535	3
536	8
537	3
538	2
539	1
540	6
541	4
542	4
543	4
544	7
545	4
546	6
547	3
548	1
549	3
550	5
551	7
552	8
553	6
554	3
555	2
556	5
557	2
558	7
559	3
560	4
561	9
562	3
563	5
564	7
565	3
566	8
567	9
568	8
569	4
570	2
571	2
572	7
573	3
574	4
575	5
576	2
577	2
578	4
579	5
580	6
581	6
582	7
583	4
584	4
585	1
586	8
587	7
588	2
589	6
590	4
591	7
592	7
593	3
594	7
595	2
596	1
597	3
598	3
599	6
600	2
601	4
602	5
603	9
604	5
605	7
606	2
607	7
608	2
609	8
610	3
611	6
612	2
613	8
614	5
615	2
616	2
617	1
618	1
619	3
620	4
621	8
622	5
623	6
624	3
625	6
626	1
627	5
628	3
629	3
630	7
631	4
632	2
633	8
634	1
635	9
636	3
637	8
638	7
639	1
640	8
641	9
642	8
643	1
644	8
645	8
646	6
647	6
648	9
649	2
650	3
651	5
652	1
653	9
654	2
655	1
656	6
657	4
658	4
659	2
660	4
661	1
662	6
663	7
664	3
665	1
666	5
667	5
668	2
669	8
670	5
671	5
672	5
673	8
674	1
675	2
676	7
677	8
678	6
679	1
680	5
681	1
682	5
683	7
684	5
685	1
686	3
687	9
688	5
689	9
690	9
691	6
692	3
693	4
694	8
695	2
696	9
697	3
698	3
699	6
700	6
701	7
702	6
703	7
704	7
705	1
706	3
707	3
708	1
709	3
710	2
711	4
712	4
713	4
714	7
715	2
716	3
717	2
718	5
719	4
720	6
721	2
722	2
723	4
724	1
725	4
726	8
727	1
728	2
729	4
730	2
731	4
732	6
733	5
734	5
735	3
736	2
737	1
738	5
739	4
740	1
741	1
742	5
743	7
744	5
745	3
746	1
747	5
748	6
749	1
750	2
751	5
752	5
753	5
754	3
755	2
756	4
757	9
758	6
759	7
760	2
761	9
762	1
763	3
764	6
765	7
766	8
767	2
768	8
769	5
770	7
771	3
772	5
773	2
774	5
775	8
776	9
777	3
778	6
779	7
780	1
781	3
782	6
783	7
784	1
785	4
786	4
787	3
788	5
789	3
790	3
791	7
792	7
793	4
794	6
795	6
796	4
797	1
798	5
799	2
800	6
801	6
802	9
803	3
804	5
805	3
806	8
807	3
808	8
809	5
810	3
811	9
812	6
813	9
814	7
815	3
816	2
817	3
818	4
819	9
820	2
821	8
822	4
823	2
824	7
825	6
826	2
827	3
828	3
829	9
830	8
831	1
832	2
833	4
834	3
835	1
836	7
837	3
838	4
839	4
840	4
841	9
842	2
843	3
844	1
845	2
846	4
847	9
848	1
849	4
850	3
851	3
852	7
853	6
854	7
855	1
856	3
857	2
858	6
859	6
860	6
861	8
862	9
863	5
864	4
865	8
866	8
867	4
868	7
869	1
870	1
871	5
872	9
873	2
874	2
875	1
876	9
877	5
878	6
879	2
880	9
881	9
882	2
883	7
884	3
885	8
886	6
887	2
888	6
889	8
890	2
891	6
892	7
893	2
894	3
895	2
896	1
897	1
898	5
899	7
900	2
901	1
902	3
903	1
904	9
905	1
906	1
907	5
908	6
909	8
910	1
911	3
912	8
913	2
914	1
915	7
916	3
917	2
918	5
919	3
920	8
921	2
922	2
923	8
924	5
925	6
926	8
927	4
928	7
929	1
930	6
931	2
932	9
933	8
934	3
935	1
936	8
937	2
938	7
939	9
940	3
941	1
942	7
943	4
944	9
945	2
946	5
947	2
948	4
949	3
950	9
951	5
952	7
953	5
954	1
955	9
956	7
957	4
958	4
959	3
960	9
961	8
962	5
963	3
964	4
965	5
966	4
967	5
968	5
969	9
970	1
971	4
972	7
973	5
974	8
975	8
976	2
977	5
978	9
979	9
980	7
981	8
982	3
983	2
984	5
985	1
986	5
987	3
988	8
989	2
990	1
991	4
992	3
993	2
994	6
995	5
996	1
997	1
998	6
999	1
1000	2
